"UF","COD. UF","COD. MUNIC","NOME DO MUNICÍPIO","POPULAÇÃO ESTIMADA"
"MS",50,"01102","Aquidauana",47482
"SP",35,"10203","Capão Bonito",47463
"RO",11,"00106","Guajará-Mirim",47451
"AM",13,"01852","Iranduba",47407
"RS",43,"07609","Estância Velha",47287
"MA",21,"09106","Presidente Dutra",47239
"SP",35,"46405","Santa Cruz do Rio Pardo",47148
"PE",26,"11804","Ribeirão",47088
"BA",29,"21005","Mata de São João",46998
"BA",29,"19504","Livramento de Nossa Senhora",46739
"SP",35,"11508","Cerquilho",46733
"CE",23,"12304","São Benedito",46648
"SP",35,"37107","Pedreira",46598
"PA",15,"02707","Conceição do Araguaia",46571
"SP",35,"28403","Mairinque",46567
"CE",23,"08104","Mauriti",46548
"PA",15,"05486","Pacajá",46383
"SP",35,"14403","Dracena",46324
"PI",22,"01200","Barras",46291
"BA",29,"20601","Maragogipe",46260
"PA",15,"01204","Baião",46110
"PI",22,"02208","Campo Maior",46082
"MA",21,"00907","Araioses",46074
"MA",21,"10500","São Bento",46039
"SP",35,"27306","Louveira",45922
"GO",52,"14606","Niquelândia",45913
"SP",35,"54805","Tremembé",45904
"BA",29,"29503","São Sebastião do Passé",45827
"PR",41,"24103","Santo Antônio da Platina",45819
"SP",35,"36703","Pederneiras",45708
"PR",41,"15804","Medianeira",45586
"BA",29,"29909","Seabra",45568
"MG",31,"63706","São Lourenço",45457
"PR",41,"25605","São Mateus do Sul",45398
"GO",52,"13806","Morrinhos",45382
"SC",42,"09409","Laguna",45311
"GO",52,"18003","Porangatu",45305
"ES",32,"00904","Barra de São Francisco",45283
"PE",26,"14204","Sirinhaém",45263
"SP",35,"35507","Paraguaçu Paulista",45255
"RN",24,"03103","Currais Novos",45228
"PB",25,"08901","Mamanguape",45005
"MS",50,"05400","Maracaju",44994
"AM",13,"02405","Lábrea",44861
"PA",15,"00909","Augusto Corrêa",44734
"AL",27,"09152","Teotônio Vilela",44666
"SP",35,"16705","Garça",44582
"RS",43,"18804","São Lourenço do Sul",44580
"AM",13,"03809","São Gabriel da Cachoeira",44553
"RS",43,"13508","Osório",44468
"SP",35,"45308","Salto de Pirapora",44397
"MG",31,"10004","Caeté",44377
"PA",15,"08159","Uruará",44258
"PB",25,"12507","Queimadas",44214
"PE",26,"15409","Toritama",44189
"SP",35,"15186","Espírito Santo do Pinhal",44170
"SC",42,"07304","Imbituba",44076
"BA",29,"23001","Nova Viçosa",44052
"RN",24,"12203","São José de Mipibu",43995
"SP",35,"41307","Presidente Epitácio",43897
"MT",51,"06752","Pontes e Lacerda",43832
"SP",35,"51504","Serrana",43790
"PI",22,"11100","União",43761
"CE",23,"08500","Mombaça",43735
"BA",29,"33208","Vera Cruz",43640
"PA",15,"08407","Xinguara",43530
"CE",23,"12205","Santa Quitéria",43360
"SP",35,"34302","Orlândia",43306
"BA",29,"10503","Entre Rios",43223
"AC",12,"00500","Sena Madureira",43139
"PE",26,"00500","Águas Belas",43087
"RS",43,"04408","Canela",43062
"RJ",33,"03708","Paraíba do Sul",42922
"SP",35,"25102","Jardinópolis",42904
"CE",23,"00754","Amontada",42901
"SC",42,"06504","Guaramirim",42872
"CE",23,"10506","Pedra Branca",42841
"SC",42,"18202","Timbó",42801
"SP",35,"22703","Itápolis",42747
"BA",29,"26004","Remanso",42672
"MT",51,"06224","Nova Mutum",42607
"PR",41,"04006","Campina Grande do Sul",42547
"PE",26,"01409","Barreiros",42438
"RJ",33,"02601","Mangaratiba",42415
"PE",26,"04205","Catende",42343
"RS",43,"17608","Santo Antônio da Patrulha",42333
"MG",31,"59605","Santa Rita do Sapucaí",42324
"MA",21,"09601","Rosário",42314
"SP",35,"56404","Vargem Grande do Sul",42310
"MA",21,"04057","Estreito",42110
"BA",29,"22003","Mucuri",42072
"SC",42,"15000","Rio Negrinho",42029
"RJ",33,"01306","Casimiro de Abreu",41999
"SE",28,"03005","Itabaianinha",41961
"MG",31,"72004","Visconde do Rio Branco",41932
"MG",31,"39003","Machado",41920
"MG",31,"45604","Oliveira",41907
"MA",21,"09809","Santa Helena",41891
"BA",29,"30204","Sento Sé",41891
"MG",31,"01706","Almenara",41794
"MG",31,"44300","Nanuque",41787
"RS",43,"13904","Panambi",41781
"BA",29,"28109","Santa Maria da Vitória",41769
"BA",29,"27002","Rio Real",41767
"MS",50,"06309","Paranaíba",41755
"MG",31,"57005","Salinas",41678
"PE",26,"12604","Santa Maria da Boa Vista",41652
"BA",29,"18100","Jeremoabo",41605
"CE",23,"05803","Ipu",41576
"RJ",33,"03807","Paraty",41454
"SP",35,"24105","Ituverava",41414
"MA",21,"12308","Tuntum",41342
"AM",13,"00607","Benjamin Constant",41329
"RJ",33,"04706","Santo Antônio de Pádua",41312
"AL",27,"02900","Girau do Ponciano",41279
"CE",23,"06553","Itarema",41230
"RJ",33,"04755","São Francisco de Itabapoana",41191
"GO",52,"08806","Goianira",41169
"MG",31,"30101","Igarapé",41127
"MA",21,"02002","Bom Jardim",41120
"MA",21,"00600","Amarante do Maranhão",41106
"RS",43,"11809","Marau",41059
"SP",35,"54508","Tietê",41022
"MA",21,"11508","São Mateus do Maranhão",40992
"GO",52,"10406","Itaberaí",40872
"SE",28,"07105","Simão Dias",40838
"RS",43,"16402","Rosário do Sul",40727
"MG",31,"02605","Andradas",40706
"SP",35,"50100","São Manuel",40692
"MA",21,"03505","Colinas",40575
"MG",31,"07109","Boa Esperança",40530
"AM",13,"00805","Borba",40464
"BA",29,"13705","Inhambupe",40453
"CE",23,"14003","Várzea Alegre",40440
"SP",35,"17406","Guaíra",40287
"PR",41,"11803","Jacarezinho",40263
"SP",35,"33502","Novo Horizonte",40225
"BA",29,"29206","São Francisco do Conde",40220
"SP",35,"52106","Socorro",40220
"PR",41,"17503","Paiçandu",40156
"GO",52,"21601","Uruaçu",40082
"AC",12,"00609","Tarauacá",40024
"PA",15,"05908","Porto de Moz",39991
"MT",51,"02678","Campo Verde",39933
"ES",32,"04559","Santa Maria de Jetibá",39928
"PE",26,"08800","Lajedo",39888
"PI",22,"00400","Altos",39864
"PR",41,"07207","Dois Vizinhos",39856
"RS",43,"06601","Dom Pedrito",39822
"MG",31,"04205","Arcos",39811
"SC",42,"17204","São Miguel do Oeste",39793
"MT",51,"05150","Juína",39779
"RO",11,"00155","Ouro Preto do Oeste",39759
"BA",29,"25204","Pojuca",39718
"RN",24,"11205","Santa Cruz",39667
"PA",15,"06203","Salinópolis",39569
"SC",42,"04806","Curitibanos",39566
"SP",35,"41505","Presidente Venceslau",39544
"SP",35,"41604","Promissão",39506
"CE",23,"05001","Guaraciaba do Norte",39445
"PA",15,"03093","Goianésia do Pará",39352
"CE",23,"06256","Itaitinga",39310
"PA",15,"04901","Muaná",39231
"SP",35,"18602","Guariba",39216
"SP",35,"01707","Américo Brasiliense",39189
"MG",31,"70800","Várzea da Palma",39128
"PI",22,"03701","Esperantina",39078
"RO",11,"00452","Buritis",39044
"PE",26,"02209","Bom Jardim",39025
"RS",43,"10603","Itaqui",39012
"RS",43,"15701","Rio Pardo",39000
"PA",15,"02905","Curuçá",38959
"MG",31,"45901","Ouro Branco",38935
"RS",43,"05355","Charqueadas",38899
"SP",35,"39509","Pitangueiras",38889
"MG",31,"09006","Brumadinho",38863
"GO",52,"19308","Santa Helena de Goiás",38743
"MG",31,"52204","Porteirinha",38741
"ES",32,"03320","Marataízes",38670
"RO",11,"00130","Machadinho D'Oeste",38609
"RS",43,"06767","Eldorado do Sul",38581
"PI",22,"05508","José de Freitas",38550
"PA",15,"08084","Tucumã",38508
"MG",31,"34400","Iturama",38484
"MS",50,"00609","Amambai",38465
"AM",13,"00300","Autazes",38454
"BA",29,"28000","Santaluz",38422
"MA",21,"08207","Pedreiras",38365
"ES",32,"01407","Castelo",38304
"PE",26,"00708","Aliança",38267
"BA",29,"01007","Amargosa",38259
"CE",23,"08005","Massapê",38210
"PA",15,"00305","Afuá",38144
"MA",21,"08306","Penalva",38144
"PI",22,"07900","Pedro II",38127
"RO",11,"00189","Pimenta Bueno",38051
"AM",13,"03908","São Paulo de Olivença",38047
"PE",26,"02308","Bonito",38044
"BA",29,"29305","São Gonçalo dos Campos",38018
"MG",31,"35050","Jaíba",37939
"CE",23,"05902","Ipueiras",37896
"MG",31,"12307","Capelinha",37867
"BA",29,"10602","Esplanada",37845
"PE",26,"02001","Bodocó",37816
"PA",15,"03200","Igarapé-Açu",37753
"RN",24,"08300","Nova Cruz",37695
"RJ",33,"04805","São Fidélis",37689
"BA",29,"17003","Itiúba",37567
"RS",43,"21501","Torres",37564
"AM",13,"01100","Careiro",37399
"ES",32,"04708","São Gabriel da Palha",37375
"MG",31,"03405","Araçuaí",37361
"MG",31,"41108","Matozinhos",37344
"MA",21,"10203","Santa Rita",37090
"CE",23,"10704","Pentecoste",37077
"PE",26,"13107","São Caitano",37023
"PE",26,"00104","Afogados da Ingazeira",37017
"SC",42,"18004","Tijucas",36931
"SP",35,"00709","Agudos",36880
"BA",29,"21708","Morro do Chapéu",36856
"PE",26,"05103","Custódia",36753
"BA",29,"05800","Camamu",36644
"SE",28,"04508","Nossa Senhora da Glória",36613
"BA",29,"26400","Riacho de Santana",36439
"PI",22,"07009","Oeiras",36432
"AM",13,"03106","Nova Olinda do Norte",36431
"PE",26,"00401","Água Preta",36371
"SP",35,"05302","Barra Bonita",36331
"RN",24,"01008","Apodi",36323
"PE",26,"07653","Itambé",36320
"SP",35,"02507","Aparecida",36279
"SC",42,"05506","Fraiburgo",36261
"BA",29,"16500","Itapicuru",36211
"SP",35,"25706","José Bonifácio",36198
"BA",29,"06808","Cansanção",36191
"MT",51,"03254","Colniza",36161
"MS",50,"07208","Rio Brilhante",36144
"PE",26,"11002","Petrolândia",36108
"MA",21,"02101","Brejo",36102
"RJ",33,"00605","Bom Jesus do Itabapoana",36068
"PA",15,"02152","Canaã dos Carajás",36027
"PR",41,"09609","Guaratuba",35986
"MG",31,"01508","Além Paraíba",35866
"RJ",33,"06206","Vassouras",35768
"BA",29,"24405","Pilão Arcado",35740
"SC",42,"03600","Campos Novos",35710
"PE",26,"14105","Sertânia",35670
"GO",52,"18300","Posse",35574
"AL",27,"06901","Pilar",35552
"BA",29,"09901","Curaçá",35524
"SP",35,"00303","Aguaí",35508
"CE",23,"08401","Missão Velha",35409
"CE",23,"02107","Baturité",35351
"SC",42,"01307","Araquari",35268
"TO",17,"02208","Araguatins",35216
"SC",42,"13609","Porto União",35207
"RJ",33,"05000","São João da Barra",35174
"BA",29,"04902","Cachoeira",35139
"SP",35,"00105","Adamantina",35139
"RN",24,"05801","João Câmara",35087
"SC",42,"16305","São João Batista",35065
"MA",21,"12407","Turiaçu",35063
"RS",43,"18903","São Luiz Gonzaga",35057
"RS",43,"09100","Gramado",35047
"MG",31,"62104","São Gotardo",35016
"AL",27,"08501","São Luís do Quitunde",34961
"PR",41,"14807","Marialva",34955
"SP",35,"21002","Iperó",34913
"RS",43,"10108","Igrejinha",34903
"SP",35,"50407","São Pedro",34898
"AM",13,"01407","Eirunepé",34888
"RS",43,"13706","Palmeira das Missões",34844
"TO",17,"05508","Colinas do Tocantins",34839
"PR",41,"12009","Jaguariaíva",34822
"BA",29,"26301","Riachão do Jacuípe",34784
"ES",32,"01902","Domingos Martins",34757
"RS",43,"14803","Portão",34692
"BA",29,"07806","Cícero Dantas",34676
"MG",31,"32503","Itamarandiba",34661
"SP",35,"13108","Cravinhos",34651
"RS",43,"02808","Caçapava do Sul",34634
"ES",32,"02801","Itapemirim",34628
"SP",35,"05203","Bariri",34602
"AM",13,"03536","Presidente Figueiredo",34574
"PR",41,"14203","Mandaguari",34559
"AL",27,"08808","São Sebastião",34551
"SE",28,"05406","Poço Redondo",34529
"MG",31,"51503","Piumhi",34525
"MT",51,"04104","Guarantã do Norte",34500
"BA",29,"17706","Jaguarari",34499
"CE",23,"06900","Jaguaribe",34448
"MA",21,"07803","Parnarama",34375
"MG",31,"25101","Extrema",34344
"CE",23,"13609","Ubajara",34332
"GO",52,"09101","Goiatuba",34312
"MA",21,"02036","Bom Jesus das Selvas",34278
"RN",24,"02204","Canguaretama",34267
"SP",35,"19303","Ibaté",34226
"PB",25,"13901","São Bento",34215
"AM",13,"00706","Boca do Acre",34176
"BA",29,"02906","Barra do Choça",34121
"PI",22,"10607","São Raimundo Nonato",34109
"SE",28,"03203","Itaporanga d'Ajuda",34101
"PR",41,"02000","Assis Chateaubriand",34064
"MG",31,"28006","Guanhães",34054
"SE",28,"01306","Capela",34050
"RN",24,"14407","Touros",34043
"PR",41,"17701","Palmeira",34023
"SP",35,"44004","Rio das Pedras",33935
"CE",23,"10209","Paracuru",33894
"BA",29,"08507","Conceição do Jacuípe",33876
"PR",41,"22305","Rio Negro",33857
"PE",26,"03009","Cabrobó",33856
"MT",51,"05101","Juara",33851
"MG",31,"68002","Taiobeiras",33824
"PE",26,"13503","São José do Belmonte",33804
"CE",23,"07007","Jaguaruana",33740
"MG",31,"46008","Ouro Fino",33716
"PE",26,"13602","São José do Egito",33704
"MA",21,"10708","São Domingos do Maranhão",33691
"BA",29,"28901","São Desidério",33661
"MT",51,"01704","Barra do Bugres",33644
"MT",51,"06422","Peixoto de Azevedo",33630
"RS",43,"08607","Garibaldi",33624
"MG",31,"13305","Carangola",33559
"MT",51,"02637","Campo Novo do Parecis",33551
"PR",41,"20903","Quedas do Iguaçu",33543
"PA",15,"02806","Curralinho",33490
"PE",26,"08107","João Alfredo",33485
"SP",35,"46306","Santa Cruz das Palmeiras",33455
"PR",41,"15705","Matinhos",33450
"MA",21,"06607","Matões",33374
"BA",29,"09307","Correntina",33361
"SP",35,"20400","Ilhabela",33354
"SP",35,"13702","Descalvado",33346
"MS",50,"03306","Coxim",33323
"BA",29,"05602","Camacan",33310
"PB",25,"09701","Monteiro",33294
"PB",25,"06004","Esperança",33266
"BA",29,"11204","Gandu",33234
"PI",22,"06209","Miguel Alves",33209
"PA",15,"00503","Almeirim",33195
"MA",21,"06904","Monção",33156
"RS",43,"07807","Estrela",33140
"GO",52,"20108","São Luís de Montes Belos",33118
"MA",21,"12605","Urbano Santos",33038
"RO",11,"00098","Espigão D'Oeste",33030
"BA",29,"06303","Canavieiras",33002
"BA",29,"30154","Serra do Ramalho",32991
"PR",41,"08809","Guaíra",32974
"RJ",33,"05752","Tanguá",32970
"BA",29,"23704","Paratinga",32967
"PA",15,"01956","Cachoeira do Piriá",32947
"AL",27,"04500","Maragogi",32940
"SP",35,"50209","São Miguel Arcanjo",32910
"PA",15,"02954","Eldorado do Carajás",32892
"MG",31,"58953","Santana do Paraíso",32828
"SP",35,"08603","Cachoeira Paulista",32773
"PB",25,"12101","Pombal",32766
"MG",31,"08602","Brasília de Minas",32732
"PR",41,"11506","Ivaiporã",32720
"SP",35,"34609","Osvaldo Cruz",32709
"SP",35,"18206","Guararapes",32654
"SC",42,"02800","Braço do Norte",32648
"AL",27,"08402","São José da Tapera",32626
"CE",23,"10258","Paraipaba",32515
"PR",41,"22206","Rio Branco do Sul",32504
"SP",35,"02903","Araçoiaba da Serra",32495
"MA",21,"08504","Pindaré-Mirim",32488
"PR",41,"02406","Bandeirantes",32486
"PE",26,"05707","Floresta",32483
"PA",15,"03101","Gurupá",32458
"PE",26,"16308","Vicência",32429
"PA",15,"02756","Concórdia do Pará",32395
"PR",41,"13304","Laranjeiras do Sul",32379
"CE",23,"02305","Bela Cruz",32378
"ES",32,"00102","Afonso Cláudio",32361
"AC",12,"00302","Feijó",32360
"SC",42,"13203","Pomerode",32334
"PR",41,"19301","Pinhão",32322
"MT",51,"03205","Colíder",32298
"PE",26,"09501","Nazaré da Mata",32280
"MA",21,"12902","Vitória do Mearim",32267
"RJ",33,"00233","Armação dos Búzios",32260
"GO",52,"10208","Iporá",32242
"MT",51,"06505","Poconé",32241
"SP",35,"31902","Morro Agudo",32220
"MG",31,"24302","Espinosa",32214
"GO",52,"15603","Padre Bernardo",32148
"ES",32,"00201","Alegre",32146
"MA",21,"00956","Arame",32145
"CE",23,"09300","Nova Russas",32035
"CE",23,"12007","Santana do Acaraú",32023
"PR",41,"19608","Pitanga",32015
"BA",29,"27200","Ruy Barbosa",32009
"MG",31,"41801","Minas Novas",32009
"AM",13,"03569","Rio Preto da Eva",32001
"MG",31,"05400","Barão de Cocais",31968
"PA",15,"05437","Ourilândia do Norte",31921
"SP",35,"05609","Barrinha",31921
"MG",31,"45307","Novo Cruzeiro",31884
"RN",24,"07203","Macau",31859
"SP",35,"46603","Santa Fé do Sul",31802
"ES",32,"00805","Baixo Guandu",31794
"SP",35,"06607","Biritiba-Mirim",31793
"PE",26,"05301","Exu",31790
"PR",41,"10102","Imbituva",31719
"MG",31,"69356","Três Marias",31687
"PA",15,"03507","Irituia",31673
"PA",15,"05205","Oeiras do Pará",31619
"MG",31,"52006","Pompéu",31612
"RS",43,"04200","Candelária",31603
"ES",32,"01605","Conceição da Barra",31574
"AM",13,"00508","Barreirinha",31542
"BA",29,"14653","Itabela",31422
"BA",29,"06873","Capim Grosso",31392
"PR",41,"17909","Palotina",31366
"RS",43,"20800","Soledade",31361
"CE",23,"07502","Lavras da Mangabeira",31335
"MA",21,"00477","Alto Alegre do Pindaré",31312
"RS",43,"17301","Santa Vitória do Palmar",31274
"SP",35,"10005","Cândido Mota",31263
"ES",32,"02306","Guaçuí",31201
"GO",52,"17401","Pires do Rio",31151
"CE",23,"10308","Parambu",31137
"PA",15,"07201","São Domingos do Capim",31123
"PR",41,"09708","Ibaiti",31095
"MG",31,"65537","Sarzedo",31037
"SP",35,"26209","Juquitiba",31027
"SC",42,"12502","Penha",31025
"MG",31,"55603","Rio Pardo de Minas",31016
"MA",21,"13009","Vitorino Freire",30879
"MA",21,"09452","Raposa",30863
"MG",31,"14303","Carmo do Paranaíba",30861
"RS",43,"21451","Teutônia",30846
"RS",43,"08508","Frederico Westphalen",30832
"RS",43,"06403","Dois Irmãos",30753
"PA",15,"04455","Medicilândia",30726
"PE",26,"05905","Gameleira",30709
"MA",21,"03703","Cururupu",30706
"RJ",33,"02254","Itatiaia",30703
"GO",52,"13087","Minaçu",30696
"MG",31,"57203","Santa Bárbara",30690
"MG",31,"40704","Mateus Leme",30678
"SP",35,"20301","Iguape",30644
"BA",29,"22300","Muritiba",30631
"PA",15,"07003","Santo Antônio do Tauá",30611
"PB",25,"04306","Catolé do Rocha",30534
"CE",23,"13104","Tabuleiro do Norte",30489
"PA",15,"00958","Aurora do Pará",30471
"RN",24,"09407","Pau dos Ferros",30452
"PE",26,"07307","Ipubi",30447
"PE",26,"06101","Glória do Goitá",30425
"PA",15,"04604","Mocajuba",30277
"AM",13,"02553","Manaquiri",30222
"PA",15,"05700","Ponta de Pedras",30219
"MG",31,"62922","São Joaquim de Bicas",30160
"PE",26,"15607","Trindade",30155
"SP",35,"10807","Casa Branca",30144
"BA",29,"07103","Carinhanha",30118
"PA",15,"05650","Placas",30109
"PA",15,"08035","Tracuateua",30108
"BA",29,"23803","Paripiranga",30075
"SP",35,"20103","Igarapava",30073
"BA",29,"05909","Campo Alegre de Lourdes",30048
"ES",32,"03007","Iúna",29896
"BA",29,"14505","Irará",29879
"SE",28,"05703","Propriá",29834
"SP",35,"42206","Rancharia",29821
"PA",15,"01105","Bagre",29808
"SE",28,"00605","Barra dos Coqueiros",29807
"PI",22,"05706","Luís Correia",29792
"SP",35,"38808","Piraju",29790
"SC",42,"17709","Sombrio",29710
"SE",28,"03609","Laranjeiras",29700
"PR",41,"08601","Goioerê",29664
"ES",32,"03056","Jaguaré",29642
"SC",42,"09003","Joaçaba",29608
"RS",43,"08201","Flores da Cunha",29603
"BA",29,"22508","Nazaré",29546
"MT",51,"03353","Confresa",29471
"BA",29,"17300","Ituberá",29428
"MA",21,"01004","Arari",29388
"SE",28,"01207","Canindé de São Francisco",29372
"BA",29,"25501","Prado",29326
"SP",35,"30102","Mirandópolis",29315
"RJ",33,"00258","Arraial do Cabo",29304
"MS",50,"02407","Caarapó",29292
"PA",15,"04059","Mãe do Rio",29260
"BA",29,"23100","Olindina",29227
"AM",13,"01159","Careiro da Várzea",29190
"MG",31,"10608","Cambuí",29165
"BA",29,"28406","Santa Rita de Cássia",29146
"PA",15,"06005","Prainha",29067
"MG",31,"11606","Campos Gerais",29057
"ES",32,"05010","Sooretama",29038
"PE",26,"06606","Ibimirim",28985
"SP",35,"18305","Guararema",28978
"AL",27,"04203","Limoeiro de Anadia",28953
"RO",11,"00338","Nova Mamoré",28891
"PE",26,"10509","Passira",28889
"SP",35,"09254","Cajati",28870
"BA",29,"33000","Valente",28743
"SP",35,"51603","Serra Negra",28742
"SE",28,"05604","Porto da Folha",28735
"SP",35,"37909","Pilar do Sul",28718
"PA",15,"04307","Maracanã",28679
"MA",21,"12100","Timbiras",28635
"BA",29,"25907","Quijingue",28632
"AL",27,"05507","Murici",28579
"PB",25,"00304","Alagoa Grande",28565
"BA",29,"27705","Santa Cruz Cabrália",28552
"ES",32,"00409","Anchieta",28546
"SP",35,"25201","Jarinu",28540
"GO",52,"03302","Bela Vista de Goiás",28514
"MA",21,"05005","Humberto de Campos",28509
"MG",31,"19302","Coromandel",28508
"PE",26,"03207","Caetés",28500
"PB",25,"11202","Pedras de Fogo",28499
"PA",15,"00701","Anajás",28466
"MA",21,"06755","Miranda do Norte",28456
"RS",43,"11304","Lagoa Vermelha",28454
"BA",29,"14901","Itacaré",28382
"PE",26,"15003","Taquaritinga do Norte",28358
"CE",23,"09409","Novo Oriente",28353
"AM",13,"01001","Carauari",28337
"MG",31,"09402","Buritizeiro",28335
"PA",15,"01907","Bujaru",28331
"RN",24,"03608","Extremoz",28331
"PI",22,"08304","Piracuruca",28312
"MA",21,"02200","Buriti",28306
"PE",26,"14600","Tabira",28301
"AM",13,"01803","Ipixuna",28299
"RS",43,"22004","Triunfo",28289
"MG",31,"16605","Cláudio",28287
"GO",52,"14507","Nerópolis",28271
"BA",29,"19157","Lapão",28244
"PR",41,"04253","Campo Magro",28244
"CE",23,"08302","Milagres",28231
"RJ",33,"04003","Piraí",28222
"RR",14,"00472","Rorainópolis",28215
"SC",42,"19705","Xaxim",28210
"MA",21,"10609","São Bernardo",28208
"RS",43,"11007","Jaguarão",28156
"PA",15,"04000","Limoeiro do Ajuru",28138
"MG",31,"39607","Mantena",28132
"MG",31,"60405","Santo Antônio do Monte",28115
